"Level";"RoleAssignmentId";"RoleAssignmentScopeName";"CreatedBy";"CreatedOn";"MgId";"MgName";"MgParentId";"MgParentName";"SubscriptionId";"SubscriptionName";"Scope";"RoleClear";"RoleId";"RoleType";"RoleDataRelated";"AssignmentType";"AssignmentInheritFrom";"GroupMembersCount";"ObjectDisplayName";"ObjectSignInName";"ObjectId";"ObjectType";"TenOrMgOrSubOrRGOrRes";"RbacRelatedPolicyAssignmentClear";"RoleSecurityCustomRoleOwner";"RoleSecurityOwnerAssignmentSP"
"1";"/providers/Microsoft.Management/managementGroups/ESJHDEV/providers/Microsoft.Authorization/roleAssignments/983c43f8-1c29-4c73-9816-b69d38226be4";"ESJHDEV";"ObjectType: SP App EXT, ObjectDisplayName: Azure Management Groups, ObjectSignInName: n/a, ObjectId: 4870c99c-acfe-4210-9212-32949dc37c7a (r)";"2021-07-06 13:09:24";"ESJHDEV";"ESJHDEV";"896470ca-9c6e-4176-9b38-5a655403c638";"Tenant Root Group";"";"";"thisScope MG";"Owner";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Builtin";"false";"direct";"";"";"AzOps";"n/a";"c295384a-33d9-475e-abaf-d2fb0274299a";"SP App INT ";"Mg";"none";"0";"1"
"1";"/providers/Microsoft.Management/managementGroups/ESJHQA/providers/Microsoft.Authorization/roleAssignments/9f1fe9df-5a9c-46ca-b881-154ecd19eaa7";"ESJHQA";"ObjectType: SP App EXT, ObjectDisplayName: Azure Management Groups, ObjectSignInName: n/a, ObjectId: 4870c99c-acfe-4210-9212-32949dc37c7a (r)";"2021-07-06 10:02:27";"ESJHQA";"ESJHQA";"896470ca-9c6e-4176-9b38-5a655403c638";"Tenant Root Group";"";"";"thisScope MG";"Owner";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Builtin";"false";"direct";"";"";"AzOps";"n/a";"c295384a-33d9-475e-abaf-d2fb0274299a";"SP App INT ";"Mg";"none";"0";"1"
"1";"/providers/Microsoft.Management/managementGroups/ESJHQA/providers/Microsoft.Authorization/roleAssignments/e010f291-49a9-4d4b-be4d-55c6aeb164cd";"ESJHQA";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-08-06 09:30:11";"ESJHQA";"ESJHQA";"896470ca-9c6e-4176-9b38-5a655403c638";"Tenant Root Group";"";"";"thisScope MG";"Security Reader";"39bc4728-0917-49c7-9d2c-d95423bc2eb4";"Builtin";"false";"direct";"";"0 (Usr: 0, Grp: 0, SP: 0)";"group04NoMembers";"n/a";"5f90ced2-7d5e-493b-9db6-862b9332e20a";"Group ";"Mg";"none";"0";"0"
"1";"/providers/Microsoft.Management/managementGroups/ESJHQA/providers/Microsoft.Authorization/roleAssignments/fe935a9c-928f-4dec-aafb-54ecc2642cf3";"ESJHQA";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-08-06 09:30:52";"ESJHQA";"ESJHQA";"896470ca-9c6e-4176-9b38-5a655403c638";"Tenant Root Group";"";"";"thisScope MG";"Log Analytics Reader";"73c42c96-874c-492b-b04d-ab87d138a893";"Builtin";"false";"indirect";"group05OneMemberGroupWithNoMembers (c57f8838-1603-4932-b3c4-9572feea9173)";"1 (Usr: 0, Grp: 1, SP: 0)";"group04NoMembers";"n/a";"5f90ced2-7d5e-493b-9db6-862b9332e20a";"Group ";"Mg";"none";"0";"0"
"1";"/providers/Microsoft.Management/managementGroups/ESJHQA/providers/Microsoft.Authorization/roleAssignments/fe935a9c-928f-4dec-aafb-54ecc2642cf3";"ESJHQA";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-08-06 09:30:52";"ESJHQA";"ESJHQA";"896470ca-9c6e-4176-9b38-5a655403c638";"Tenant Root Group";"";"";"thisScope MG";"Log Analytics Reader";"73c42c96-874c-492b-b04d-ab87d138a893";"Builtin";"false";"direct";"";"1 (Usr: 0, Grp: 1, SP: 0)";"group05OneMemberGroupWithNoMembers";"n/a";"c57f8838-1603-4932-b3c4-9572feea9173";"Group ";"Mg";"none";"0";"0"
"2";"/providers/Microsoft.Authorization/roleAssignments/0c3ffd6f-942d-433d-8abd-2d0d7f4383e1";"";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-01-10 20:27:23";"ESJH-decommissioned";"ESJH-decommissioned";"ESJH";"ESJH";"";"";"inherited Tenant";"User Access Administrator";"18d7d88d-d35e-4fb5-a5c3-7773c20a72d9";"Builtin";"false";"direct";"";"";"Joe Dalton";"joe.dalton@AzGovViz.onmicrosoft.com";"acf4c68f-7b15-4d70-935b-26116fc2426a";"User Member";"Ten";"none";"0";"0"
"2";"/providers/Microsoft.Authorization/roleAssignments/0c3ffd6f-942d-433d-8abd-2d0d7f4383e1";"";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-01-10 20:27:23";"ESJH-landingzones";"ESJH-landingzones";"ESJH";"ESJH";"";"";"inherited Tenant";"User Access Administrator";"18d7d88d-d35e-4fb5-a5c3-7773c20a72d9";"Builtin";"false";"direct";"";"";"Joe Dalton";"joe.dalton@AzGovViz.onmicrosoft.com";"acf4c68f-7b15-4d70-935b-26116fc2426a";"User Member";"Ten";"none";"0";"0"
"2";"/providers/Microsoft.Authorization/roleAssignments/0c3ffd6f-942d-433d-8abd-2d0d7f4383e1";"";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-01-10 20:27:23";"ESJH-platform";"ESJH-platform";"ESJH";"ESJH";"";"";"inherited Tenant";"User Access Administrator";"18d7d88d-d35e-4fb5-a5c3-7773c20a72d9";"Builtin";"false";"direct";"";"";"Joe Dalton";"joe.dalton@AzGovViz.onmicrosoft.com";"acf4c68f-7b15-4d70-935b-26116fc2426a";"User Member";"Ten";"none";"0";"0"
"2";"/providers/Microsoft.Authorization/roleAssignments/0c3ffd6f-942d-433d-8abd-2d0d7f4383e1";"";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-01-10 20:27:23";"ESJH-sandboxes";"ESJH-sandboxes";"ESJH";"ESJH";"";"";"inherited Tenant";"User Access Administrator";"18d7d88d-d35e-4fb5-a5c3-7773c20a72d9";"Builtin";"false";"direct";"";"";"Joe Dalton";"joe.dalton@AzGovViz.onmicrosoft.com";"acf4c68f-7b15-4d70-935b-26116fc2426a";"User Member";"Ten";"none";"0";"0"
"2";"/providers/Microsoft.Authorization/roleAssignments/6c236776-529f-4132-b034-e399e1cd1a99";"";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-01-10 20:51:02";"ESJH-decommissioned";"ESJH-decommissioned";"ESJH";"ESJH";"";"";"inherited Tenant";"Owner";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Builtin";"false";"direct";"";"";"ESDeploymentAccount";"ESDeploymentAccount@AzGovViz.onmicrosoft.com";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"User Member";"Ten";"none";"0";"0"
"2";"/providers/Microsoft.Authorization/roleAssignments/6c236776-529f-4132-b034-e399e1cd1a99";"";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-01-10 20:51:02";"ESJH-landingzones";"ESJH-landingzones";"ESJH";"ESJH";"";"";"inherited Tenant";"Owner";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Builtin";"false";"direct";"";"";"ESDeploymentAccount";"ESDeploymentAccount@AzGovViz.onmicrosoft.com";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"User Member";"Ten";"none";"0";"0"
"2";"/providers/Microsoft.Authorization/roleAssignments/6c236776-529f-4132-b034-e399e1cd1a99";"";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-01-10 20:51:02";"ESJH-platform";"ESJH-platform";"ESJH";"ESJH";"";"";"inherited Tenant";"Owner";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Builtin";"false";"direct";"";"";"ESDeploymentAccount";"ESDeploymentAccount@AzGovViz.onmicrosoft.com";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"User Member";"Ten";"none";"0";"0"
"2";"/providers/Microsoft.Authorization/roleAssignments/6c236776-529f-4132-b034-e399e1cd1a99";"";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-01-10 20:51:02";"ESJH-sandboxes";"ESJH-sandboxes";"ESJH";"ESJH";"";"";"inherited Tenant";"Owner";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Builtin";"false";"direct";"";"";"ESDeploymentAccount";"ESDeploymentAccount@AzGovViz.onmicrosoft.com";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"User Member";"Ten";"none";"0";"0"
"2";"/providers/Microsoft.Management/managementGroups/896470ca-9c6e-4176-9b38-5a655403c638/providers/Microsoft.Authorization/roleAssignments/2df03e9d-a1e3-41f5-a95e-efb2b4641f04";"896470ca-9c6e-4176-9b38-5a655403c638";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-07-19 19:38:25";"ESJH-decommissioned";"ESJH-decommissioned";"ESJH";"ESJH";"";"";"inherited 896470ca-9c6e-4176-9b38-5a655403c638";"Reader";"acdd72a7-3385-48ef-bd42-f606fba81ae7";"Builtin";"false";"direct";"";"";"Jack Dalton";"JackDalton@AzGovViz.onmicrosoft.com";"c64d2776-a210-428f-b54f-a4a5dd7f8ef8";"User Member";"Mg";"none";"0";"0"
"2";"/providers/Microsoft.Management/managementGroups/896470ca-9c6e-4176-9b38-5a655403c638/providers/Microsoft.Authorization/roleAssignments/2df03e9d-a1e3-41f5-a95e-efb2b4641f04";"896470ca-9c6e-4176-9b38-5a655403c638";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-07-19 19:38:25";"ESJH-landingzones";"ESJH-landingzones";"ESJH";"ESJH";"";"";"inherited 896470ca-9c6e-4176-9b38-5a655403c638";"Reader";"acdd72a7-3385-48ef-bd42-f606fba81ae7";"Builtin";"false";"direct";"";"";"Jack Dalton";"JackDalton@AzGovViz.onmicrosoft.com";"c64d2776-a210-428f-b54f-a4a5dd7f8ef8";"User Member";"Mg";"none";"0";"0"
"2";"/providers/Microsoft.Management/managementGroups/896470ca-9c6e-4176-9b38-5a655403c638/providers/Microsoft.Authorization/roleAssignments/2df03e9d-a1e3-41f5-a95e-efb2b4641f04";"896470ca-9c6e-4176-9b38-5a655403c638";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-07-19 19:38:25";"ESJH-platform";"ESJH-platform";"ESJH";"ESJH";"";"";"inherited 896470ca-9c6e-4176-9b38-5a655403c638";"Reader";"acdd72a7-3385-48ef-bd42-f606fba81ae7";"Builtin";"false";"direct";"";"";"Jack Dalton";"JackDalton@AzGovViz.onmicrosoft.com";"c64d2776-a210-428f-b54f-a4a5dd7f8ef8";"User Member";"Mg";"none";"0";"0"
"2";"/providers/Microsoft.Management/managementGroups/896470ca-9c6e-4176-9b38-5a655403c638/providers/Microsoft.Authorization/roleAssignments/2df03e9d-a1e3-41f5-a95e-efb2b4641f04";"896470ca-9c6e-4176-9b38-5a655403c638";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-07-19 19:38:25";"ESJH-sandboxes";"ESJH-sandboxes";"ESJH";"ESJH";"";"";"inherited 896470ca-9c6e-4176-9b38-5a655403c638";"Reader";"acdd72a7-3385-48ef-bd42-f606fba81ae7";"Builtin";"false";"direct";"";"";"Jack Dalton";"JackDalton@AzGovViz.onmicrosoft.com";"c64d2776-a210-428f-b54f-a4a5dd7f8ef8";"User Member";"Mg";"none";"0";"0"
"2";"/providers/Microsoft.Management/managementGroups/896470ca-9c6e-4176-9b38-5a655403c638/providers/Microsoft.Authorization/roleAssignments/30e36b53-bc6c-412b-a026-96fe7527e27b";"896470ca-9c6e-4176-9b38-5a655403c638";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-07-06 12:42:21";"ESJH-decommissioned";"ESJH-decommissioned";"ESJH";"ESJH";"";"";"inherited 896470ca-9c6e-4176-9b38-5a655403c638";"Owner";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Builtin";"false";"direct";"";"";"AzOps";"n/a";"c295384a-33d9-475e-abaf-d2fb0274299a";"SP App INT ";"Mg";"none";"0";"1"
"2";"/providers/Microsoft.Management/managementGroups/896470ca-9c6e-4176-9b38-5a655403c638/providers/Microsoft.Authorization/roleAssignments/30e36b53-bc6c-412b-a026-96fe7527e27b";"896470ca-9c6e-4176-9b38-5a655403c638";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-07-06 12:42:21";"ESJH-landingzones";"ESJH-landingzones";"ESJH";"ESJH";"";"";"inherited 896470ca-9c6e-4176-9b38-5a655403c638";"Owner";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Builtin";"false";"direct";"";"";"AzOps";"n/a";"c295384a-33d9-475e-abaf-d2fb0274299a";"SP App INT ";"Mg";"none";"0";"1"
"2";"/providers/Microsoft.Management/managementGroups/896470ca-9c6e-4176-9b38-5a655403c638/providers/Microsoft.Authorization/roleAssignments/30e36b53-bc6c-412b-a026-96fe7527e27b";"896470ca-9c6e-4176-9b38-5a655403c638";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-07-06 12:42:21";"ESJH-platform";"ESJH-platform";"ESJH";"ESJH";"";"";"inherited 896470ca-9c6e-4176-9b38-5a655403c638";"Owner";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Builtin";"false";"direct";"";"";"AzOps";"n/a";"c295384a-33d9-475e-abaf-d2fb0274299a";"SP App INT ";"Mg";"none";"0";"1"
"2";"/providers/Microsoft.Management/managementGroups/896470ca-9c6e-4176-9b38-5a655403c638/providers/Microsoft.Authorization/roleAssignments/30e36b53-bc6c-412b-a026-96fe7527e27b";"896470ca-9c6e-4176-9b38-5a655403c638";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-07-06 12:42:21";"ESJH-sandboxes";"ESJH-sandboxes";"ESJH";"ESJH";"";"";"inherited 896470ca-9c6e-4176-9b38-5a655403c638";"Owner";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Builtin";"false";"direct";"";"";"AzOps";"n/a";"c295384a-33d9-475e-abaf-d2fb0274299a";"SP App INT ";"Mg";"none";"0";"1"
"2";"/providers/Microsoft.Management/managementGroups/896470ca-9c6e-4176-9b38-5a655403c638/providers/Microsoft.Authorization/roleAssignments/d7973c31-e58a-4af7-bbcb-a4bac69ba141";"896470ca-9c6e-4176-9b38-5a655403c638";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-04-27 16:53:54";"ESJH-decommissioned";"ESJH-decommissioned";"ESJH";"ESJH";"";"";"inherited 896470ca-9c6e-4176-9b38-5a655403c638";"Reader";"acdd72a7-3385-48ef-bd42-f606fba81ae7";"Builtin";"false";"direct";"";"";"azgovvizwwcsecurity";"n/a";"e261446e-77d2-4cf5-a32a-0fbef8ee1333";"SP App INT ";"Mg";"none";"0";"0"
"2";"/providers/Microsoft.Management/managementGroups/896470ca-9c6e-4176-9b38-5a655403c638/providers/Microsoft.Authorization/roleAssignments/d7973c31-e58a-4af7-bbcb-a4bac69ba141";"896470ca-9c6e-4176-9b38-5a655403c638";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-04-27 16:53:54";"ESJH-landingzones";"ESJH-landingzones";"ESJH";"ESJH";"";"";"inherited 896470ca-9c6e-4176-9b38-5a655403c638";"Reader";"acdd72a7-3385-48ef-bd42-f606fba81ae7";"Builtin";"false";"direct";"";"";"azgovvizwwcsecurity";"n/a";"e261446e-77d2-4cf5-a32a-0fbef8ee1333";"SP App INT ";"Mg";"none";"0";"0"
"2";"/providers/Microsoft.Management/managementGroups/896470ca-9c6e-4176-9b38-5a655403c638/providers/Microsoft.Authorization/roleAssignments/d7973c31-e58a-4af7-bbcb-a4bac69ba141";"896470ca-9c6e-4176-9b38-5a655403c638";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-04-27 16:53:54";"ESJH-platform";"ESJH-platform";"ESJH";"ESJH";"";"";"inherited 896470ca-9c6e-4176-9b38-5a655403c638";"Reader";"acdd72a7-3385-48ef-bd42-f606fba81ae7";"Builtin";"false";"direct";"";"";"azgovvizwwcsecurity";"n/a";"e261446e-77d2-4cf5-a32a-0fbef8ee1333";"SP App INT ";"Mg";"none";"0";"0"
"2";"/providers/Microsoft.Management/managementGroups/896470ca-9c6e-4176-9b38-5a655403c638/providers/Microsoft.Authorization/roleAssignments/d7973c31-e58a-4af7-bbcb-a4bac69ba141";"896470ca-9c6e-4176-9b38-5a655403c638";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-04-27 16:53:54";"ESJH-sandboxes";"ESJH-sandboxes";"ESJH";"ESJH";"";"";"inherited 896470ca-9c6e-4176-9b38-5a655403c638";"Reader";"acdd72a7-3385-48ef-bd42-f606fba81ae7";"Builtin";"false";"direct";"";"";"azgovvizwwcsecurity";"n/a";"e261446e-77d2-4cf5-a32a-0fbef8ee1333";"SP App INT ";"Mg";"none";"0";"0"
"2";"/providers/Microsoft.Management/managementGroups/896470ca-9c6e-4176-9b38-5a655403c638/providers/Microsoft.Authorization/roleAssignments/eda95ae6-8581-4558-b3b9-b3cd05cce33d";"896470ca-9c6e-4176-9b38-5a655403c638";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-06-16 13:58:06";"ESJH-decommissioned";"ESJH-decommissioned";"ESJH";"ESJH";"";"";"inherited 896470ca-9c6e-4176-9b38-5a655403c638";"Owner";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Builtin";"false";"direct";"";"";"Joe Dalton";"joe.dalton@AzGovViz.onmicrosoft.com";"acf4c68f-7b15-4d70-935b-26116fc2426a";"User Member";"Mg";"none";"0";"0"
"2";"/providers/Microsoft.Management/managementGroups/896470ca-9c6e-4176-9b38-5a655403c638/providers/Microsoft.Authorization/roleAssignments/eda95ae6-8581-4558-b3b9-b3cd05cce33d";"896470ca-9c6e-4176-9b38-5a655403c638";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-06-16 13:58:06";"ESJH-landingzones";"ESJH-landingzones";"ESJH";"ESJH";"";"";"inherited 896470ca-9c6e-4176-9b38-5a655403c638";"Owner";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Builtin";"false";"direct";"";"";"Joe Dalton";"joe.dalton@AzGovViz.onmicrosoft.com";"acf4c68f-7b15-4d70-935b-26116fc2426a";"User Member";"Mg";"none";"0";"0"
"2";"/providers/Microsoft.Management/managementGroups/896470ca-9c6e-4176-9b38-5a655403c638/providers/Microsoft.Authorization/roleAssignments/eda95ae6-8581-4558-b3b9-b3cd05cce33d";"896470ca-9c6e-4176-9b38-5a655403c638";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-06-16 13:58:06";"ESJH-platform";"ESJH-platform";"ESJH";"ESJH";"";"";"inherited 896470ca-9c6e-4176-9b38-5a655403c638";"Owner";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Builtin";"false";"direct";"";"";"Joe Dalton";"joe.dalton@AzGovViz.onmicrosoft.com";"acf4c68f-7b15-4d70-935b-26116fc2426a";"User Member";"Mg";"none";"0";"0"
"2";"/providers/Microsoft.Management/managementGroups/896470ca-9c6e-4176-9b38-5a655403c638/providers/Microsoft.Authorization/roleAssignments/eda95ae6-8581-4558-b3b9-b3cd05cce33d";"896470ca-9c6e-4176-9b38-5a655403c638";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-06-16 13:58:06";"ESJH-sandboxes";"ESJH-sandboxes";"ESJH";"ESJH";"";"";"inherited 896470ca-9c6e-4176-9b38-5a655403c638";"Owner";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Builtin";"false";"direct";"";"";"Joe Dalton";"joe.dalton@AzGovViz.onmicrosoft.com";"acf4c68f-7b15-4d70-935b-26116fc2426a";"User Member";"Mg";"none";"0";"0"
"2";"/providers/Microsoft.Management/managementGroups/ESJH-decommissioned/providers/Microsoft.Authorization/roleAssignments/81bb9ace-a96d-47ab-b9a2-8952e655aa0c";"ESJH-decommissioned";"ObjectType: SP App EXT, ObjectDisplayName: Azure Management Groups, ObjectSignInName: n/a, ObjectId: 4870c99c-acfe-4210-9212-32949dc37c7a (r)";"2021-01-10 20:56:27";"ESJH-decommissioned";"ESJH-decommissioned";"ESJH";"ESJH";"";"";"thisScope MG";"Owner";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Builtin";"false";"direct";"";"";"ESDeploymentAccount";"ESDeploymentAccount@AzGovViz.onmicrosoft.com";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"User Member";"Mg";"none";"0";"0"
"2";"/providers/Microsoft.Management/managementGroups/ESJH-decommissioned/providers/Microsoft.Authorization/roleAssignments/9bdf3098-8e69-4e98-bd8c-22b991783b10";"ESJH-decommissioned";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-06-16 09:52:59";"ESJH-decommissioned";"ESJH-decommissioned";"ESJH";"ESJH";"";"";"thisScope MG";"Security Reader";"39bc4728-0917-49c7-9d2c-d95423bc2eb4";"Builtin";"false";"direct";"";"";"Jesse James";"Jesse.James@AzGovViz.onmicrosoft.com";"6f71f3b7-98e1-4821-8116-13b41476ef84";"User Member";"Mg";"none";"0";"0"
"2";"/providers/Microsoft.Management/managementGroups/ESJH-landingzones/providers/Microsoft.Authorization/roleAssignments/093ad67e-4eae-4536-aa0b-da4e09b47d88";"ESJH-landingzones";"ObjectType: SP App EXT, ObjectDisplayName: Azure Management Groups, ObjectSignInName: n/a, ObjectId: 4870c99c-acfe-4210-9212-32949dc37c7a (r)";"2021-01-10 20:56:27";"ESJH-landingzones";"ESJH-landingzones";"ESJH";"ESJH";"";"";"thisScope MG";"Owner";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Builtin";"false";"direct";"";"";"ESDeploymentAccount";"ESDeploymentAccount@AzGovViz.onmicrosoft.com";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"User Member";"Mg";"none";"0";"0"
"2";"/providers/Microsoft.Management/managementGroups/ESJH-landingzones/providers/Microsoft.Authorization/roleAssignments/3b6291a1-fc61-41d8-abff-43d04e35be62";"ESJH-landingzones";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-01-25 22:02:49";"ESJH-landingzones";"ESJH-landingzones";"ESJH";"ESJH";"";"";"thisScope MG";"Reader";"acdd72a7-3385-48ef-bd42-f606fba81ae7";"Builtin";"false";"indirect";"3rdPartyStaff (cb036073-f86b-46e1-9726-1eaccb62a678)";"1 (Usr: 1, Grp: 0, SP: 0)";"Calamity Jane";"Calamity_Jane_AzGovViz.net#EXT#@AzGovViz.onmicrosoft.com";"43b0f5e7-cb78-4e1a-b3da-1239647dfb74";"User Guest";"Mg";"none";"0";"0"
"2";"/providers/Microsoft.Management/managementGroups/ESJH-landingzones/providers/Microsoft.Authorization/roleAssignments/3b6291a1-fc61-41d8-abff-43d04e35be62";"ESJH-landingzones";"ObjectType: User Member, ObjectDisplayName: Joe Dalton, ObjectSignInName: joe.dalton@AzGovViz.onmicrosoft.com, ObjectId: acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-01-25 22:02:49";"ESJH-landingzones";"ESJH-landingzones";"ESJH";"ESJH";"";"";"thisScope MG";"Reader";"acdd72a7-3385-48ef-bd42-f606fba81ae7";"Builtin";"false";"direct";"";"1 (Usr: 1, Grp: 0, SP: 0)";"3rdPartyStaff";"n/a";"cb036073-f86b-46e1-9726-1eaccb62a678";"Group ";"Mg";"none";"0";"0"
